SketchID,UserID,File,ShapeID,StrokeID,ShapeName,ShapeTime,StrokeTime,IsConsecutive,AveragePressure,Width,Height,AvgCurvature,MaxCurvature,MinCurvature,NumPoints,MinDist
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,3ac7f828-6113-4e11-bf5d-9e9593a1e91e,0ec4a404-465e-4653-b665-c925e6d0e1a6,AND,571,165,TRUE,150,745,993,0.117537099,0.793430178,0.004656641,23,13.60147051
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,3ac7f828-6113-4e11-bf5d-9e9593a1e91e,52620fab-d9c1-4190-b045-67d00d6e663b,AND,571,256,TRUE,146,745,993,0.126109629,0.590369317,0.01447963,35,13.60147051
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,65f2bf00-cb03-4340-b176-7494995a8cd1,3afefd51-777d-40a0-93ae-dfa83b9b0b4f,Wire,150,150,TRUE,139,902,42,0.261292931,1.814164775,0.000973237,21,57.68882041
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,34d7e495-46c0-4974-abd8-4ab6139684da,4e483c52-bf76-4a6f-bd6c-4bc88d43c2db,Wire,143,143,TRUE,120,1285,76,0.073172069,0.342834691,0.012623725,20,209.1602257
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,ca4b8e86-14c0-4c71-bf12-cb030e5579b7,4ad67673-2038-43af-80f5-5c11b42dedf6,Wire,128,128,TRUE,100,1087,11,0.003051423,0.01039954,1.52E-06,18,112.3610253
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,cc43b286-c30d-4393-ab20-a0c42b4cdd1d,9e81c1a1-4d30-4691-85bd-c5c4966f92e4,AND,580,173,TRUE,126,662,938,0.304009466,1.838727638,0.007376793,24,86.14522622
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,cc43b286-c30d-4393-ab20-a0c42b4cdd1d,323fcaa9-5f5e-43b9-bd6b-a894dfd41002,AND,580,271,TRUE,140,662,938,0.132221674,0.828768115,0.093641799,37,86.14522622
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,93232c9f-be4f-4210-bc14-8ecd54e0a847,1bad43c5-c12e-407f-b333-42b64234f630,Wire,135,135,TRUE,149,945,100,0.489945132,3.366880159,0.000124801,19,86.14522622
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,046bd583-3f34-4d6e-a907-e7600a07670f,6206048c-d847-4477-8528-ec26059221ea,Wire,150,150,TRUE,140,1171,79,0.027611527,0.130241986,0.000289435,21,16.76305461
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,42a937cc-bc9a-44d6-9f94-3fc594902e24,b02278e3-6265-4b7c-b4c3-3f0504371320,Wire,135,135,TRUE,138,1034,47,0.028489551,0.17691778,5.39E-06,19,24.04163056
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,634cc162-88b6-4343-adfc-06ebd9e16f4d,93ba76b2-45e3-4259-89b9-05ae514c5ca8,AND,563,188,TRUE,175,705,1106,0.003318946,0.433780847,0.001129494,26,16.76305461
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,634cc162-88b6-4343-adfc-06ebd9e16f4d,55eb0dca-d86c-4baf-8954-8c551d5d0706,AND,563,256,TRUE,150,705,1106,0.115077557,0.853600875,0.096173097,35,16.76305461
ca621e8b-5553-401c-bbe5-6d3616e73ccc,1,AND,2e8a87c6-dc67-4306-b2d1-82106ba6c958,296ee235-55a3-4003-95e8-758d9181914c,Wire,196,196,TRUE,164,964,26,0.004838401,0.274379764,0.000326417,27,27.89265136
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,fa84a4a3-d5cb-4514-affb-103ebbf878af,e4e7cf3d-6544-4ad8-9d63-879dde619a00,Wire,218,218,TRUE,155,1437,75,0.003991672,0.562933587,0.002932793,30,157.0127383
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,0d60612f-1638-4fbf-8a76-64b95fa63a80,dc84e76c-657c-46ac-a657-31ba6d9fa2e6,Wire,263,263,TRUE,149,1640,111,0.005702283,1.040410496,0.001646839,36,202.8003945
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,47d868b8-8c3c-4b53-92eb-447c91ec0677,OR,1598,286,TRUE,162,1580,1523,0.075685872,2.852256757,0.067410906,39,7.211102551
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,c2f6b3da-ec16-435b-bff8-3ffd9ecb6997,OR,1598,293,TRUE,153,1580,1523,0.036893995,1.621207804,7.62E-05,40,7.211102551
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,6763b358-20a1-4181-9b87-fdca662bc4b1,OR,1598,45,TRUE,17,1580,1523,0.032829447,0.037362159,0.016520532,7,7.211102551
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,b4902d26-c273-4870-b8f3-63bce7830242,2407d1d3-96dd-4710-aaa0-fc87548eb31b,OR,1598,263,TRUE,151,1580,1523,0.014453809,2.20911543,0.002317022,36,7.211102551
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,8cbf2859-9d32-4f59-9722-15fa1f238cb1,c343f130-6ef0-467d-a83b-1c56d74abc2e,Wire,241,241,TRUE,141,1286,69,0.008773594,2.289311514,0.006351012,33,7.211102551
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,3ded130b-faa7-453b-aca5-20479feedbf0,513c74c8-6ab3-4d12-8ec2-46129482ccca,Wire,203,203,TRUE,136,1325,76,0.007393345,0.338517882,0.000892153,28,95.8801335
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,914b50cf-6631-4815-90a8-a2acfa59f2fe,01c335bf-8c91-464b-a31f-82368b4ea001,Wire,196,196,TRUE,141,1343,101,0.00663234,0.525563799,0.00253879,27,185.1323851
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,1eee50ec-4d77-4704-acc2-6ff21eede48f,3e1c3bc1-72de-4b80-a1ef-9d1fd9becbe6,OR,1778,278,TRUE,143,1828,1540,0.076598427,7.427785845,0.011281485,38,12.80624847
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,1eee50ec-4d77-4704-acc2-6ff21eede48f,4cc47a19-2868-4d84-8de0-2f1a17b8b322,OR,1778,271,TRUE,137,1828,1540,0.028327154,3.490225976,0.003279667,37,12.80624847
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,1eee50ec-4d77-4704-acc2-6ff21eede48f,5067e297-f0dc-4afa-89e7-fab3ff945619,OR,1778,293,TRUE,129,1828,1540,0.010893636,1.16011332,0.007896212,40,12.80624847
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,e5125c46-641c-4d94-bbf0-8859d95542ad,0d63e1c5-f5e2-4e66-b0ad-964ad419f68d,Wire,271,271,TRUE,150,1653,135,0.010366207,4.05239231,0.00030065,37,12.80624847
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,a3ae8bdb-df36-4d70-98a1-061c45fba790,6834f29b-d5c9-4bd2-89d9-f7ca1947d1bf,Wire,173,173,TRUE,136,1527,160,0.088293647,0.955007681,0.000118172,24,199.9649969
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,a0e11607-f4e8-4424-b0c6-895a4d307882,53f6932e-fd13-4cb5-9802-9c98ec7d5fa7,Wire,203,203,TRUE,136,1869,27,0.003701386,1.412934443,0.000235137,28,168.7157373
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,ceca0d6b-08d9-49d9-b99a-c3da542924b8,15adc0ce-6aaa-46d2-8832-b761b0c07858,OR,1482,248,TRUE,152,1937,1531,0.071564834,0.942288843,0.002654334,34,28
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,ceca0d6b-08d9-49d9-b99a-c3da542924b8,5f32e247-b575-4c50-9503-db98be2a8a8c,OR,1482,278,TRUE,154,1937,1531,0.026567579,3.567269485,0.011113564,38,28
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,ceca0d6b-08d9-49d9-b99a-c3da542924b8,17606123-38d1-4c40-a678-c5d0cfe3ba53,OR,1482,263,TRUE,134,1937,1531,0.019508345,0.437268686,0.004302615,36,28
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,68828c26-f567-45de-808a-0c726ea0bf5d,c6d8c193-ed70-4d3d-913b-dc0ff4f2f83b,Wire,353,353,TRUE,140,1749,90,0.051896384,0.578639536,0.002165394,48,28
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,4abefdcd-1158-4f0d-8287-8029bf5013d4,039a0237-2135-4289-92f8-9b1c05e9a135,Wire,218,218,TRUE,154,1617,53,0.006939742,0.235881771,5.66E-05,30,85
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,d8f05808-f24e-43db-ac3a-a0252ec80a0c,74db62f2-0eb9-4aa3-88fe-f6120c588be6,Wire,211,211,TRUE,130,1676,66,0.009460256,0.566147525,4.17E-05,29,273.1300057
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,c4900011-8611-4aa6-8031-09aad1d65b92,8ff2fc98-2f6e-403c-96aa-18a750dd6218,OR,1622,293,TRUE,168,1528,1791,0.056335975,0.843058611,0.01525111,40,3.605551275
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,c4900011-8611-4aa6-8031-09aad1d65b92,1e731505-10ac-49e7-9464-c53e7f779c15,OR,1622,233,TRUE,137,1528,1791,0.049725777,0.942033679,0.040677516,32,3.605551275
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,c4900011-8611-4aa6-8031-09aad1d65b92,a745bd61-a346-401e-bf3b-f2234b4fd64e,OR,1622,286,TRUE,134,1528,1791,0.023286892,0.163872902,0.001203987,39,3.605551275
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,090d5f80-e812-41e7-8465-7c44fa3e9736,e73b9122-e121-4d65-8afe-5d683d890bc8,Wire,263,263,TRUE,160,1720,221,0.01930715,1.207548723,0.001538223,36,3.605551275
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,ce0652bb-dc01-4403-a273-9b1a8de940fa,18f01c44-8c7b-43d7-9114-aa751d383637,Wire,180,180,TRUE,131,1662,78,0.00077249,1.467856922,0.000100665,25,196.3288058
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,ea264887-1181-41d7-a4bf-6d5e52c6c5f7,9ac4128e-a0a1-4a44-8056-04080e5aff40,Wire,203,203,TRUE,145,1877,33,0.004445424,0.033400244,0.000349649,28,195.1665955
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,7ae42612-0c2e-4228-8ce6-3d1616e24a81,aea0a09b-ef1c-4612-a866-893cdcb5302d,OR,1669,263,TRUE,152,1683,1320,0.09427675,0.843461636,0.062288332,36,12
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,7ae42612-0c2e-4228-8ce6-3d1616e24a81,0f951756-f608-4831-bbfb-cf9d691ea1aa,OR,1669,263,TRUE,137,1683,1320,0.026226068,0.469643999,0.001912332,36,12
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,7ae42612-0c2e-4228-8ce6-3d1616e24a81,36d8daee-d1a0-422e-90da-8e1b615193c2,OR,1669,218,TRUE,135,1683,1320,0.01243058,0.461665478,0.004581448,30,12
84eb769a-e5d1-4066-80fe-6a6687cc99ed,1,OR,7b6e778f-3c09-4634-a078-431f07757311,f35bcd53-ebe0-466c-b6ec-cd50d8c2c5c7,Wire,226,226,TRUE,163,1563,117,0.003453387,3.005914705,9.80E-05,31,12
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,6f6c624f-1ff3-4933-9e23-99b553bbf99d,1d6d1c95-5af3-4dca-9261-60c46d0140fc,Wire,196,196,TRUE,120,1917,138,0.007341491,0.318579621,0.001960942,27,198.1766888
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,6498440d-e33c-4da2-ba39-e95a7f31a456,4c2149a7-29cf-44d7-bd15-63265c46e09b,Wire,226,226,TRUE,133,1976,186,0.001182213,2.132172858,0.00020413,31,104.8093507
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,98cd17c0-0780-4a9a-9034-6c5248356902,6619de88-671d-4b02-808c-ed0b7d8b97a4,XOR,1866,241,TRUE,130,1653,1423,0.063828625,1.547874417,0.034871205,33,0
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,98cd17c0-0780-4a9a-9034-6c5248356902,886ad2e0-a8a3-4d01-b17f-a231215e62dc,XOR,1866,248,TRUE,138,1653,1423,0.063146091,3.165094992,0.018442341,34,0
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,98cd17c0-0780-4a9a-9034-6c5248356902,2ee12bb9-3a6d-42a8-a699-1760872609fa,XOR,1866,248,TRUE,134,1653,1423,0.030537691,1.350360157,0.00195859,34,0
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,98cd17c0-0780-4a9a-9034-6c5248356902,e5167d6b-0deb-4564-83c9-255aa5f73539,XOR,1866,211,TRUE,126,1653,1423,0.0288568,0.153120927,0.023435093,29,0
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,9ee3378d-ab89-4cfe-9eec-3839844630a9,0d4088d0-2925-4ecf-bf9a-98d9a85aada7,Wire,173,173,TRUE,130,1543,82,0.016284351,0.054646944,0.003837383,24,0
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,6e662d78-9439-4803-bd6a-63c299ba15c9,7756c499-7706-487b-80a2-c9ddb34be84d,Wire,158,158,TRUE,121,1804,45,0.015530567,0.073427126,0.003022957,22,144.2012483
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,18ef6e67-e5f8-4ad3-98cb-a76c6fdd5657,39a825c6-0016-44c6-91f7-ea4f1771def2,Wire,143,143,TRUE,127,1735,119,0.003247263,0.004331775,0.00140616,20,197.6992666
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,8dea9e5a-b5f7-4d28-b7e6-6c4644da0446,9d817f79-e38d-402c-8334-cfdf3a042669,XOR,1726,226,TRUE,138,1926,1366,0.068844039,0.92487982,0.057350456,31,10.77032961
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,8dea9e5a-b5f7-4d28-b7e6-6c4644da0446,89e72b62-4a95-430e-85dd-14b4a88b1b6e,XOR,1726,248,TRUE,136,1926,1366,0.074890355,0.850983304,0.006687794,34,10.77032961
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,8dea9e5a-b5f7-4d28-b7e6-6c4644da0446,da5c9c8c-99f5-471f-a099-9000b0e68591,XOR,1726,233,TRUE,138,1926,1366,0.034450241,1.084229237,0.002187445,32,10.77032961
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,8dea9e5a-b5f7-4d28-b7e6-6c4644da0446,55b4c6f1-dbf2-4c09-baca-ab4f9027337a,XOR,1726,218,TRUE,131,1926,1366,0.028235535,5.511364959,0.020444552,30,10.77032961
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,01ab7cae-afb9-4b3e-9f58-d86d571820b3,5866f74d-f889-48c7-a3df-1ff66f62c326,Wire,165,165,TRUE,136,1570,135,0.027182274,0.108186913,5.93E-05,23,10.77032961
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,ebf9f9de-203f-46a6-9762-b405e625b7e7,24df07d5-1cac-45b4-936a-fdaadf80cf85,Wire,173,173,TRUE,131,1965,79,0.021872485,0.209540321,0.000282949,24,174.2010333
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,66c8c16d-d2e7-4f1e-8a31-ce7a2e6ca957,ba7b02a9-022c-4089-9d7d-919528d35bfa,Wire,165,165,TRUE,134,2000,32,0.001695174,0.010483346,1.33E-05,23,19.23538406
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,9a3f4ac8-30fc-4128-9f53-d8b285b354ff,f4156bb3-6b3a-4e41-8d96-ae365584683c,XOR,2352,196,TRUE,130,1895,1324,0.077313543,0.091300501,0.017399273,27,3
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,9a3f4ac8-30fc-4128-9f53-d8b285b354ff,3089f15b-794f-43a6-aba6-1ec14611132d,XOR,2352,241,TRUE,130,1895,1324,0.083686241,1.506825258,0.052440856,33,3
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,9a3f4ac8-30fc-4128-9f53-d8b285b354ff,40bdc678-1342-4918-ada2-bd880e690a3f,XOR,2352,233,TRUE,141,1895,1324,0.040889301,0.435461671,0.011269159,32,3
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,9a3f4ac8-30fc-4128-9f53-d8b285b354ff,6f14df2d-1d1e-42a8-ba95-cc3e7c4f904a,XOR,2352,271,TRUE,143,1895,1324,0.047625268,1.310974727,0.004064642,37,3
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,59442340-08de-4c47-8afc-110449ae12df,b3732d73-edff-434a-ba92-96bff6874292,Wire,211,211,TRUE,125,1837,88,0.047134501,0.877503364,0.006856513,29,3
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,d74c9017-cfb1-4c8a-a246-f8fc0bebfcfe,092c1632-1464-44ea-9838-a68c70afa569,Wire,150,150,TRUE,124,2085,31,0.005351853,0.014797878,0.000976043,21,12.80624847
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,e23864fd-cd05-460c-a7f8-12aa4f4d327a,08062df9-50cc-46a4-8563-f67c221e6e69,Wire,241,241,TRUE,144,2067,53,0.004707269,0.089788585,7.57E-05,33,22.09072203
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,91ca814a-e630-4079-b3b4-ec42783d1f85,258c0f35-1150-45cb-afd5-390824d05d56,XOR,2185,263,TRUE,137,1865,1298,0.059787396,1.625875762,0.003887997,36,6.403124237
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,91ca814a-e630-4079-b3b4-ec42783d1f85,adb043ff-e83d-4156-8415-c4631108246e,XOR,2185,241,TRUE,140,1865,1298,0.091326058,0.892467961,0.02130358,33,6.403124237
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,91ca814a-e630-4079-b3b4-ec42783d1f85,a8c7684d-cd19-401d-8499-aa9852b35380,XOR,2185,241,TRUE,142,1865,1298,0.038928702,1.734560665,0.011630425,33,6.403124237
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,91ca814a-e630-4079-b3b4-ec42783d1f85,f521b7ab-a7e8-4ca2-ac58-ea251e62c5f4,XOR,2185,241,TRUE,134,1865,1298,0.029488674,0.226702425,0.002116192,33,6.403124237
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,6f0efcae-5a6d-491c-8c97-9cad62786457,451387dc-abba-4370-a73e-0f0dbc47afc3,Wire,196,196,TRUE,132,2135,95,0.004431647,0.392970862,0.000364692,27,6.403124237
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,056ec9f9-d0a5-469a-8ea0-c2a093b0d911,ec4c4994-9fa3-4ede-b0b1-a0f2741a51a1,Wire,196,196,TRUE,137,2235,74,0.001698939,0.08320054,0.000132869,27,154.7417203
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,476206b7-aa37-4d60-b48c-ff08cc6f9ef5,ce5ca53b-ec50-42df-bdc7-270122aa9e77,Wire,165,165,TRUE,138,2003,95,0.01076409,0.081760414,1.53E-05,23,22.8035085
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,34be5836-938c-4e4c-b6e0-a75d03f76164,e61e0e76-4977-497e-8fb7-79ed6fb03892,XOR,1906,203,TRUE,141,1938,1313,0.075070585,0.306854679,0.034926433,28,11.04536102
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,34be5836-938c-4e4c-b6e0-a75d03f76164,1b8f84e3-912b-4609-b318-f2db57fcc886,XOR,1906,248,TRUE,140,1938,1313,0.079319503,0.940919094,0.001061826,34,11.04536102
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,34be5836-938c-4e4c-b6e0-a75d03f76164,c129331a-c1f1-44d8-be67-7e98c115a604,XOR,1906,233,TRUE,131,1938,1313,0.036034063,1.281144917,0.023916753,32,11.04536102
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,34be5836-938c-4e4c-b6e0-a75d03f76164,db5ddb76-673c-4024-bb04-b91906450500,XOR,1906,226,TRUE,138,1938,1313,0.034110417,0.257692872,0.002533208,31,11.04536102
222a54ac-cf7f-4bbb-9b30-6ff5e233a1ba,1,XOR,0702a438-f2e8-48e6-b4c1-18a2ecfdcb83,4ef8fa79-bedd-4ca4-920f-597bd7f19f19,Wire,180,180,TRUE,135,1556,82,0.01196921,0.071646706,0.00151488,25,11.04536102
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,6ae0af5c-4dca-406a-b436-79fdb2906e1a,f99b3f8c-9f78-4505-bd74-20df09bcc804,Wire,180,180,TRUE,126,1671,56,0.003136454,0.058571215,0.000255835,25,121.8400591
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,5a6227d8-a840-40e8-b1f4-ed37c2490ecd,937529a9-abd7-4271-8ec8-d6806aff9689,Wire,211,211,TRUE,137,1846,143,0.000308534,1.025504973,2.17E-05,29,34.88552709
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,b278da8e-631f-433d-a85b-093b5032a902,83e59215-2c60-475f-8789-7f49672aace9,NAND,1560,263,TRUE,150,1156,1154,0.010977507,1.354273933,0.004486089,36,10.19803903
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,b278da8e-631f-433d-a85b-093b5032a902,c68fe11d-b365-4fd8-8ae4-7ad4c837e111,NAND,1560,361,TRUE,147,1156,1154,0.09181868,5.127669394,0.057625934,49,10.19803903
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,b278da8e-631f-433d-a85b-093b5032a902,9448399e-91fd-44fc-af95-3da9aed1bf93,NAND,1560,286,TRUE,143,1156,1154,0.552770828,0.793462258,0.469953152,39,10.19803903
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,35c56679-f33d-457d-8dda-dd97c780e2d1,24002603-3446-4d6d-bd2b-771291e3b7c4,Wire,286,286,TRUE,114,1259,64,0.457728375,1.986307538,0.00035496,39,10.19803903
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,3668ef90-197d-4f62-bd64-cecac3188041,c3b7a2b9-1359-452e-b879-d7a2baefc0b9,Wire,180,180,TRUE,131,1733,72,0.005158088,0.129909732,0.001504616,25,140.3566885
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,ec63c815-9070-48f7-a083-38675c4c19de,88bf35ab-43e6-4a1b-9f8a-f91bb1dfa54f,Wire,173,173,TRUE,131,1646,61,0.043620382,0.489794493,9.13E-05,24,25.29822128
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,42dfa051-550f-4aab-943d-606a6c0a0bc3,34556173-591c-4dd6-93b5-b06819405109,NAND,1528,278,TRUE,150,1262,1263,0.008497661,0.605398014,0.000325861,38,25.29822128
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,42dfa051-550f-4aab-943d-606a6c0a0bc3,23368bbe-e303-4fe5-9f0c-305045512392,NAND,1528,331,TRUE,145,1262,1263,0.090701003,3.774346449,0.07103314,45,25.29822128
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,42dfa051-550f-4aab-943d-606a6c0a0bc3,4aea96a7-b8e8-44cd-ad86-83f893eb94ce,NAND,1528,308,TRUE,145,1262,1263,0.394853339,1.380997765,0.2313233,42,25.29822128
7744a7c6-5153-431e-a82f-da7897630caf,1,NAND,64499c62-8714-44c3-826a-d2c5c639b33b,5984ce34-87a5-48aa-978b-ee971954714b,Wire,248,248,TRUE,140,1254,110,0.009423487,0.605037566,0.003498245,34,57.70615219
